forecast_date,forecast_date_parsed,wind,likely_snow_discrete,actual_snow_discrete,scrapped_date,days_from_actual,forecast_date_ordinal
Thu Oct 08,2020-10-08 00:00:00,N/NW,0.0,,2020-10-01,7.0,Thu
Fri Oct 09,2020-10-09 00:00:00,NW,0.0,,2020-10-01,8.0,Fri
Sat Oct 10,2020-10-10 00:00:00,NW,0.0,0.0,2020-10-01,9.0,Sat
Sun Oct 11,2020-10-11 00:00:00,NW/W,0.0,0.0,2020-10-01,10.0,Sun
Mon Oct 12,2020-10-12 00:00:00,NW to S,0.0,,2020-10-01,11.0,Mon
Tue Oct 13,2020-10-13 00:00:00,N to NW,0.0,,2020-10-01,12.0,Tue
Wed Oct 14,2020-10-14 00:00:00,N to NW,0.0,,2020-10-01,13.0,Wed
Fri Oct 02,2020-10-02 00:00:00,NW,0.0,0.0,2020-10-02,0.0,Fri
Sat Oct 03,2020-10-03 00:00:00,Fresh N,0.0,,2020-10-02,1.0,Sat
Sun Oct 04,2020-10-04 00:00:00,Fresh N,0.0,,2020-10-02,2.0,Sun
Mon Oct 05,2020-10-05 00:00:00,N to SE,2.0,0.0,2020-10-02,3.0,Mon
Tue Oct 06,2020-10-06 00:00:00,SE,2.0,0.0,2020-10-02,4.0,Tue
Wed Oct 07,2020-10-07 00:00:00,N,0.0,0.0,2020-10-02,5.0,Wed
Thu Oct 08,2020-10-08 00:00:00,NW,0.0,,2020-10-02,6.0,Thu
Fri Oct 09,2020-10-09 00:00:00,NW,0.0,,2020-10-02,7.0,Fri
Sat Oct 10,2020-10-10 00:00:00,N/NW,0.0,0.0,2020-10-02,8.0,Sat
Sun Oct 11,2020-10-11 00:00:00,NW to W,0.0,0.0,2020-10-02,9.0,Sun
Mon Oct 12,2020-10-12 00:00:00,W,2.0,,2020-10-02,10.0,Mon
Tue Oct 13,2020-10-13 00:00:00,NW/SW,3.5,,2020-10-02,11.0,Tue
Wed Oct 14,2020-10-14 00:00:00,SE to W,2.0,,2020-10-02,12.0,Wed
Thu Oct 15,2020-10-15 00:00:00,SE to NW,0.0,,2020-10-02,13.0,Thu
Mon Oct 05,2020-10-05 00:00:00,Fresh N to NE,0.0,0.0,2020-10-05,0.0,Mon
Tue Oct 06,2020-10-06 00:00:00,SE to N,0.0,0.0,2020-10-05,1.0,Tue
Wed Oct 07,2020-10-07 00:00:00,NE,0.0,0.0,2020-10-05,2.0,Wed
Thu Oct 08,2020-10-08 00:00:00,Fresh NE/NW,2.0,,2020-10-05,3.0,Thu
Fri Oct 09,2020-10-09 00:00:00,NW,0.0,,2020-10-05,4.0,Fri
Sat Oct 10,2020-10-10 00:00:00,NW,0.0,0.0,2020-10-05,5.0,Sat
Sun Oct 11,2020-10-11 00:00:00,W to SE,0.0,0.0,2020-10-05,6.0,Sun
Mon Oct 12,2020-10-12 00:00:00,NW to SW,0.0,,2020-10-05,7.0,Mon
Tue Oct 13,2020-10-13 00:00:00,SE to W,0.0,,2020-10-05,8.0,Tue
Wed Oct 14,2020-10-14 00:00:00,NE/NW,0.0,,2020-10-05,9.0,Wed
Thu Oct 15,2020-10-15 00:00:00,NE to NW,0.0,,2020-10-05,10.0,Thu
Fri Oct 16,2020-10-16 00:00:00,NE to NW,0.0,,2020-10-05,11.0,Fri
Sat Oct 17,2020-10-17 00:00:00,N/NW,0.0,,2020-10-05,12.0,Sat
Sun Oct 18,2020-10-18 00:00:00,NE to NW,0.0,,2020-10-05,13.0,Sun
Tue Oct 06,2020-10-06 00:00:00,SE to N,0.0,0.0,2020-10-06,0.0,Tue
Wed Oct 07,2020-10-07 00:00:00,NE,0.0,0.0,2020-10-06,1.0,Wed
Thu Oct 08,2020-10-08 00:00:00,Fresh NE/NW,2.0,,2020-10-06,2.0,Thu
Fri Oct 09,2020-10-09 00:00:00,NW,0.0,,2020-10-06,3.0,Fri
Sat Oct 10,2020-10-10 00:00:00,NW,0.0,0.0,2020-10-06,4.0,Sat
Sun Oct 11,2020-10-11 00:00:00,W to SE,0.0,0.0,2020-10-06,5.0,Sun
Mon Oct 12,2020-10-12 00:00:00,NW to SW,0.0,,2020-10-06,6.0,Mon
Tue Oct 13,2020-10-13 00:00:00,SE to W,0.0,,2020-10-06,7.0,Tue
Wed Oct 14,2020-10-14 00:00:00,NE/NW,0.0,,2020-10-06,8.0,Wed
Thu Oct 15,2020-10-15 00:00:00,NE to NW,0.0,,2020-10-06,9.0,Thu
Fri Oct 16,2020-10-16 00:00:00,NE to NW,0.0,,2020-10-06,10.0,Fri
Sat Oct 17,2020-10-17 00:00:00,N/NW,0.0,,2020-10-06,11.0,Sat
Sun Oct 18,2020-10-18 00:00:00,NE to NW,0.0,,2020-10-06,12.0,Sun
Mon Oct 19,2020-10-19 00:00:00,N to NW,0.0,,2020-10-06,13.0,Mon
Wed Oct 07,2020-10-07 00:00:00,NE,0.0,0.0,2020-10-07,0.0,Wed
Thu Oct 08,2020-10-08 00:00:00,Fresh NE/NW,2.0,,2020-10-07,1.0,Thu
Fri Oct 09,2020-10-09 00:00:00,NW,0.0,,2020-10-07,2.0,Fri
Sat Oct 10,2020-10-10 00:00:00,NW,0.0,0.0,2020-10-07,3.0,Sat
Sun Oct 11,2020-10-11 00:00:00,W to SE,0.0,0.0,2020-10-07,4.0,Sun
Mon Oct 12,2020-10-12 00:00:00,NW to SW,0.0,,2020-10-07,5.0,Mon
Tue Oct 13,2020-10-13 00:00:00,SE to W,0.0,,2020-10-07,6.0,Tue
Wed Oct 14,2020-10-14 00:00:00,NE/NW,0.0,,2020-10-07,7.0,Wed
Thu Oct 15,2020-10-15 00:00:00,NE to NW,0.0,,2020-10-07,8.0,Thu
Fri Oct 16,2020-10-16 00:00:00,NE to NW,0.0,,2020-10-07,9.0,Fri
Sat Oct 17,2020-10-17 00:00:00,N/NW,0.0,,2020-10-07,10.0,Sat
Sun Oct 18,2020-10-18 00:00:00,NE to NW,0.0,,2020-10-07,11.0,Sun
Mon Oct 19,2020-10-19 00:00:00,N to NW,0.0,,2020-10-07,12.0,Mon
Tue Oct 20,2020-10-20 00:00:00,,,,2020-10-07,13.0,Tue
Sat Oct 10,2020-10-10 00:00:00,NW,0.0,0.0,2020-10-10,0.0,Sat
Sun Oct 11,2020-10-11 00:00:00,W to SE,0.0,0.0,2020-10-10,1.0,Sun
Mon Oct 12,2020-10-12 00:00:00,NW to SW,0.0,,2020-10-10,2.0,Mon
Tue Oct 13,2020-10-13 00:00:00,SE to W,0.0,,2020-10-10,3.0,Tue
Wed Oct 14,2020-10-14 00:00:00,NE/NW,0.0,,2020-10-10,4.0,Wed
Thu Oct 15,2020-10-15 00:00:00,NE to NW,0.0,,2020-10-10,5.0,Thu
Fri Oct 16,2020-10-16 00:00:00,NE to NW,0.0,,2020-10-10,6.0,Fri
Sat Oct 17,2020-10-17 00:00:00,N/NW,0.0,,2020-10-10,7.0,Sat
Sun Oct 18,2020-10-18 00:00:00,NE to NW,0.0,,2020-10-10,8.0,Sun
Mon Oct 19,2020-10-19 00:00:00,N to NW,0.0,,2020-10-10,9.0,Mon
Tue Oct 20,2020-10-20 00:00:00,,,,2020-10-10,10.0,Tue
,,,0.0,,2020-10-10,,
Sun Oct 11,2020-10-11 00:00:00,W to SE,0.0,0.0,2020-10-11,0.0,Sun
Mon Oct 12,2020-10-12 00:00:00,NW to SW,0.0,,2020-10-11,1.0,Mon
Tue Oct 13,2020-10-13 00:00:00,SE to W,0.0,,2020-10-11,2.0,Tue
Wed Oct 14,2020-10-14 00:00:00,NE/NW,0.0,,2020-10-11,3.0,Wed
Thu Oct 15,2020-10-15 00:00:00,NE to NW,0.0,,2020-10-11,4.0,Thu
Fri Oct 16,2020-10-16 00:00:00,NE to NW,0.0,,2020-10-11,5.0,Fri
Sat Oct 17,2020-10-17 00:00:00,N/NW,0.0,,2020-10-11,6.0,Sat
Sun Oct 18,2020-10-18 00:00:00,NE to NW,0.0,,2020-10-11,7.0,Sun
Mon Oct 19,2020-10-19 00:00:00,N to NW,0.0,,2020-10-11,8.0,Mon
Tue Oct 20,2020-10-20 00:00:00,,,,2020-10-11,9.0,Tue
,,,0.0,,2020-10-11,,
